date,category,region,units_sold,revenue
2025-04-05,Sports,North,3,62.27
2025-04-05,Sports,East,2,68.13
2025-04-05,Electronics,East,4,186.59
2025-04-05,Clothing,West,3,53.23
2025-04-05,Electronics,East,1,210.86
2025-04-05,Electronics,East,4,207.92
2025-04-05,Clothing,East,4,59.7
2025-04-06,Home & Garden,North,2,73.37
2025-04-06,Sports,West,2,65.33
2025-04-06,Electronics,East,3,179.87
2025-04-06,Home & Garden,South,4,59.85
2025-04-06,Electronics,West,3,163.68
2025-04-06,Electronics,West,3,139.7
2025-04-06,Clothing,South,3,53.97
2025-04-06,Home & Garden,East,3,57.84
2025-04-06,Home & Garden,South,2,79.14
2025-04-06,Electronics,West,4,193.74
2025-04-06,Sports,East,1,58.2
2025-04-06,Clothing,South,1,55.35
2025-04-06,Clothing,South,2,45.77
2025-04-06,Clothing,South,3,36.03
2025-04-06,Sports,South,2,79.64
2025-04-06,Clothing,East,1,43.86
2025-04-06,Clothing,West,2,41.22
2025-04-06,Clothing,South,3,40.66
2025-04-06,Clothing,West,2,45.82
2025-04-06,Sports,South,1,96.11
2025-04-06,Sports,North,3,84.03
2025-04-06,Electronics,East,1,151.04
2025-04-06,Electronics,West,1,175.72
2025-04-06,Clothing,West,1,50.49
2025-04-06,Electronics,West,1,166.09
2025-04-06,Electronics,North,3,201.14
2025-04-06,Books,East,4,19.39
2025-04-06,Electronics,North,2,207.83
2025-04-06,Electronics,East,2,169.95
2025-04-06,Electronics,South,3,205.35
2025-04-06,Clothing,South,4,29.77
2025-04-06,Electronics,West,2,175.52
2025-04-06,Clothing,North,1,42.8
2025-04-06,Home & Garden,South,2,71.98
2025-04-06,Books,South,3,16.67
2025-04-06,Electronics,South,3,218.47
2025-04-07,Home & Garden,East,1,49.41
2025-04-07,Home & Garden,North,4,42.41
2025-04-07,Books,West,3,17.83
2025-04-07,Books,North,3,15.44
2025-04-07,Home & Garden,East,4,52.67
2025-04-07,Sports,East,2,61.19
2025-04-07,Home & Garden,North,1,61.22
2025-04-07,Electronics,East,4,200.07
2025-04-07,Electronics,North,1,116.1
2025-04-07,Electronics,South,1,201.57
2025-04-07,Clothing,North,3,41.33
2025-04-07,Clothing,South,3,47.38
2025-04-07,Electronics,East,1,192.98
2025-04-07,Electronics,South,4,190.55
2025-04-07,Clothing,East,1,47.01
2025-04-08,Sports,West,3,86.96
2025-04-08,Electronics,South,1,144.45
2025-04-08,Electronics,South,2,218.41
2025-04-08,Clothing,South,1,53.42
2025-04-08,Clothing,East,4,63.75
2025-04-08,Electronics,South,3,194.0
2025-04-08,Clothing,East,1,44.82
2025-04-08,Sports,West,4,94.85
2025-04-08,Books,South,2,17.52
2025-04-08,Sports,South,4,55.04
2025-04-08,Sports,West,1,84.32
2025-04-08,Books,West,3,15.96
2025-04-08,Electronics,South,4,199.96
2025-04-08,Home & Garden,South,1,48.78
2025-04-08,Electronics,East,4,149.54
2025-04-08,Sports,West,2,75.77
2025-04-09,Clothing,West,1,39.37
2025-04-09,Sports,West,2,42.14
2025-04-09,Clothing,West,1,49.34
2025-04-09,Electronics,South,3,212.01
2025-04-09,Clothing,West,3,38.77
2025-04-09,Electronics,East,2,179.19
2025-04-09,Home & Garden,West,4,80.57
2025-04-09,Home & Garden,South,2,66.58
2025-04-09,Clothing,West,3,37.04
2025-04-09,Clothing,South,2,44.55
2025-04-09,Sports,North,1,69.68
2025-04-09,Electronics,South,3,211.99
2025-04-09,Home & Garden,North,4,47.68
2025-04-09,Books,South,3,21.89
2025-04-09,Books,East,2,17.37
2025-04-09,Home & Garden,East,4,61.61
2025-04-09,Clothing,West,1,38.5
2025-04-09,Clothing,East,4,43.62
2025-04-09,Sports,East,1,69.95
2025-04-09,Clothing,North,2,45.7
2025-04-09,Electronics,West,2,183.79
2025-04-09,Electronics,South,1,204.16
2025-04-09,Clothing,South,2,40.49
2025-04-09,Books,South,4,20.8
2025-04-09,Electronics,North,3,152.52
2025-04-09,Electronics,West,2,146.15
2025-04-09,Clothing,North,3,46.08
2025-04-09,Books,West,3,16.79
2025-04-09,Electronics,South,3,147.87
2025-04-09,Electronics,North,2,240.86
2025-04-09,Sports,North,4,83.38
2025-04-09,Home & Garden,East,4,68.32
2025-04-09,Electronics,North,1,153.23
2025-04-09,Clothing,East,4,44.3
2025-04-09,Sports,South,2,59.92
2025-04-10,Electronics,East,2,200.65
2025-04-10,Clothing,West,1,53.84
2025-04-10,Clothing,West,2,43.69
2025-04-10,Clothing,South,2,40.73
2025-04-10,Clothing,West,1,42.41
2025-04-10,Home & Garden,South,2,54.78
2025-04-10,Clothing,West,2,42.38
2025-04-10,Books,North,4,20.58
2025-04-10,Electronics,North,2,205.14
2025-04-10,Electronics,South,4,144.5
2025-04-10,Electronics,South,2,173.05
2025-04-10,Home & Garden,West,3,76.67
2025-04-10,Electronics,West,1,173.57
2025-04-10,Electronics,East,3,193.76
2025-04-10,Clothing,East,4,30.96
2025-04-10,Books,South,4,15.43
2025-04-10,Electronics,South,2,179.45
2025-04-10,Clothing,North,1,57.14
2025-04-10,Home & Garden,South,3,59.03
2025-04-10,Books,West,1,18.09
2025-04-10,Books,East,3,20.56
2025-04-10,Clothing,North,1,47.6
2025-04-10,Clothing,North,3,48.6
2025-04-10,Home & Garden,West,2,60.87
2025-04-10,Clothing,North,1,47.09
2025-04-10,Books,West,2,19.33
2025-04-10,Clothing,South,4,42.63
2025-04-10,Sports,North,1,76.33
2025-04-10,Books,North,3,21.87
2025-04-10,Home & Garden,West,1,63.29
2025-04-11,Electronics,West,4,162.57
2025-04-11,Home & Garden,South,3,65.25
2025-04-11,Clothing,South,3,37.65
2025-04-11,Books,South,4,20.08
2025-04-11,Electronics,East,3,163.15
2025-04-11,Clothing,West,4,51.3
2025-04-11,Home & Garden,West,2,67.18
2025-04-11,Books,South,2,19.05
2025-04-11,Clothing,North,1,48.24
2025-04-11,Clothing,West,3,51.97
2025-04-11,Books,North,4,14.62
2025-04-11,Electronics,West,2,171.42
2025-04-11,Clothing,East,4,31.83
2025-04-11,Books,North,2,10.44
2025-04-11,Books,South,2,21.23
2025-04-11,Electronics,North,1,190.5
2025-04-11,Home & Garden,North,4,62.58
2025-04-11,Sports,East,4,88.15
2025-04-12,Sports,East,1,74.95
2025-04-12,Clothing,East,2,50.64
2025-04-12,Sports,South,4,77.49
2025-04-12,Books,East,4,22.6
2025-04-12,Clothing,West,2,37.12
2025-04-12,Electronics,South,4,162.89
2025-04-12,Electronics,East,2,204.63
2025-04-12,Clothing,West,4,39.87
2025-04-12,Home & Garden,North,3,60.59
2025-04-12,Clothing,East,1,51.14
2025-04-12,Home & Garden,South,4,73.81
2025-04-12,Electronics,West,3,206.41
2025-04-12,Home & Garden,East,1,50.28
2025-04-12,Home & Garden,West,3,57.42
2025-04-12,Electronics,North,2,222.33
2025-04-12,Home & Garden,West,1,74.95
2025-04-12,Sports,West,1,80.62
2025-04-12,Clothing,East,2,41.03
2025-04-12,Sports,South,2,67.2
2025-04-12,Home & Garden,West,1,58.04
2025-04-13,Sports,West,4,58.07
2025-04-13,Electronics,South,4,213.26
2025-04-13,Books,North,4,22.56
2025-04-13,Clothing,North,3,56.11
2025-04-13,Home & Garden,West,1,54.8
2025-04-13,Electronics,East,1,160.31
2025-04-13,Clothing,North,2,39.46
2025-04-13,Home & Garden,North,2,76.59
2025-04-13,Clothing,North,4,50.19
2025-04-13,Sports,South,2,71.52
2025-04-13,Electronics,East,1,199.81
2025-04-13,Books,North,3,18.24
2025-04-13,Electronics,West,3,197.16
2025-04-13,Clothing,West,2,34.59
2025-04-13,Electronics,West,3,181.76
2025-04-13,Home & Garden,West,2,51.62
2025-04-13,Books,East,2,21.76
2025-04-13,Home & Garden,West,2,49.69
2025-04-13,Clothing,South,4,41.78
2025-04-13,Clothing,South,1,50.24
2025-04-13,Sports,East,2,71.11
2025-04-13,Home & Garden,South,2,64.62
2025-04-13,Home & Garden,North,2,67.56
2025-04-14,Books,South,3,15.5
2025-04-14,Clothing,North,3,50.33
2025-04-14,Home & Garden,North,3,56.4
2025-04-14,Clothing,East,3,47.3
2025-04-14,Books,West,4,18.61
2025-04-14,Electronics,East,3,198.46
2025-04-14,Books,West,4,17.49
2025-04-14,Clothing,West,4,39.82
2025-04-14,Clothing,North,3,45.12
2025-04-14,Electronics,South,1,148.97
2025-04-14,Books,West,4,15.42
2025-04-14,Electronics,North,2,149.95
2025-04-14,Clothing,East,4,58.47
2025-04-14,Clothing,East,4,50.16
2025-04-14,Books,East,3,18.76
2025-04-14,Electronics,South,4,191.55
2025-04-14,Sports,East,4,68.63
2025-04-14,Sports,South,4,76.25
2025-04-14,Sports,East,2,61.06
2025-04-14,Home & Garden,West,4,62.97
2025-04-14,Home & Garden,East,3,51.06
2025-04-14,Electronics,West,1,166.13
2025-04-14,Electronics,East,1,221.02
2025-04-14,Sports,East,3,78.0
2025-04-15,Clothing,West,2,48.08
2025-04-15,Clothing,West,1,45.86
2025-04-15,Clothing,South,4,47.98
2025-04-15,Home & Garden,South,4,58.41
2025-04-15,Electronics,South,2,197.45
2025-04-15,Sports,North,1,84.02
2025-04-15,Sports,South,4,68.45
2025-04-15,Sports,North,2,76.18
2025-04-15,Sports,West,4,69.9
2025-04-15,Sports,North,2,60.99
2025-04-15,Books,North,1,19.77
2025-04-15,Clothing,West,1,43.29
2025-04-15,Books,North,2,16.05
2025-04-15,Electronics,North,4,170.49
2025-04-15,Clothing,North,2,42.03
2025-04-16,Clothing,East,1,49.79
2025-04-16,Sports,South,2,66.39
2025-04-16,Clothing,South,4,47.04
2025-04-16,Clothing,East,4,41.99
2025-04-16,Clothing,North,1,29.33
2025-04-16,Home & Garden,East,4,68.03
2025-04-16,Electronics,North,4,203.47
2025-04-16,Clothing,West,3,44.56
2025-04-16,Clothing,South,1,40.82
2025-04-16,Books,North,3,24.7
2025-04-16,Electronics,North,4,220.12
2025-04-16,Electronics,North,1,182.1
2025-04-16,Home & Garden,West,4,72.02
2025-04-16,Clothing,West,3,42.13
2025-04-16,Clothing,East,3,35.08
2025-04-16,Clothing,South,4,36.31
2025-04-16,Sports,West,1,80.89
2025-04-16,Clothing,South,2,29.65
2025-04-16,Electronics,West,4,242.52
2025-04-16,Home & Garden,South,2,58.83
2025-04-16,Home & Garden,West,3,63.79
2025-04-17,Books,East,3,17.02
2025-04-17,Books,South,3,19.73
2025-04-17,Electronics,North,1,223.18
2025-04-17,Clothing,North,2,33.78
2025-04-17,Electronics,East,3,238.13
2025-04-17,Electronics,South,3,225.2
2025-04-17,Clothing,South,3,48.5
2025-04-17,Sports,North,1,76.71
2025-04-17,Sports,North,4,63.89
2025-04-17,Home & Garden,East,4,66.07
2025-04-17,Electronics,East,2,198.64
2025-04-17,Clothing,West,4,42.89
2025-04-17,Clothing,North,4,47.22
2025-04-17,Electronics,North,3,205.44
2025-04-17,Electronics,East,4,212.78
2025-04-17,Clothing,East,4,50.99
2025-04-17,Clothing,North,1,50.75
2025-04-17,Electronics,East,3,179.87
2025-04-17,Electronics,South,3,192.8
2025-04-17,Home & Garden,West,1,72.63
2025-04-17,Clothing,East,4,46.53
2025-04-17,Electronics,East,3,218.13
2025-04-17,Home & Garden,South,1,55.12
2025-04-18,Electronics,East,4,205.64
2025-04-18,Home & Garden,North,2,60.8
2025-04-18,Clothing,North,1,56.36
2025-04-18,Clothing,South,2,51.54
2025-04-18,Books,South,1,14.8
2025-04-18,Electronics,North,1,170.73
2025-04-18,Clothing,West,2,44.29
2025-04-18,Electronics,West,4,169.15
2025-04-18,Electronics,South,3,170.07
2025-04-18,Clothing,South,3,44.47
2025-04-18,Electronics,North,2,163.0
2025-04-18,Electronics,South,1,200.42
2025-04-18,Sports,North,3,75.1
2025-04-18,Clothing,North,1,34.89
2025-04-18,Sports,South,4,58.01
2025-04-19,Sports,North,1,74.01
2025-04-19,Sports,North,3,73.89
2025-04-19,Electronics,South,1,177.75
2025-04-19,Home & Garden,West,2,65.12
2025-04-19,Electronics,South,2,206.93
2025-04-19,Clothing,South,3,53.83
2025-04-19,Home & Garden,South,3,70.09
2025-04-19,Electronics,North,1,166.4
2025-04-19,Clothing,South,2,47.25
2025-04-19,Clothing,West,3,46.64
2025-04-19,Electronics,North,1,177.19
2025-04-19,Electronics,East,2,213.68
2025-04-19,Clothing,South,3,46.92
2025-04-19,Books,East,3,17.24
2025-04-19,Electronics,South,1,175.18
2025-04-19,Clothing,North,3,46.53
2025-04-19,Sports,South,4,79.04
2025-04-19,Home & Garden,East,4,65.25
2025-04-19,Electronics,East,3,171.4
2025-04-19,Clothing,North,3,55.42
2025-04-19,Clothing,South,1,40.79
2025-04-19,Clothing,West,2,57.36
2025-04-19,Sports,South,2,96.83
2025-04-19,Electronics,North,2,193.43
2025-04-19,Home & Garden,North,4,71.38
2025-04-19,Electronics,East,1,177.69
2025-04-19,Home & Garden,East,1,57.91
2025-04-19,Books,West,3,17.5
2025-04-19,Electronics,North,3,162.41
2025-04-19,Sports,East,1,62.38
2025-04-19,Home & Garden,North,2,66.8
2025-04-19,Electronics,West,2,135.18
2025-04-19,Books,North,2,18.85
2025-04-20,Electronics,North,3,196.05
2025-04-20,Home & Garden,West,4,61.49
2025-04-20,Sports,North,2,65.15
2025-04-20,Clothing,South,3,41.61
2025-04-20,Clothing,South,1,45.49
2025-04-20,Electronics,West,2,188.28
2025-04-20,Electronics,South,4,179.65
2025-04-20,Electronics,North,4,172.0
2025-04-20,Sports,West,4,60.9
2025-04-20,Clothing,North,4,44.48
2025-04-20,Home & Garden,East,4,57.83
2025-04-20,Sports,East,4,74.02
2025-04-20,Home & Garden,West,3,29.44
2025-04-20,Sports,East,4,84.34
2025-04-20,Books,East,1,21.06
2025-04-20,Electronics,East,3,171.54
2025-04-20,Clothing,West,2,56.77
2025-04-20,Clothing,South,3,41.64
2025-04-20,Clothing,North,1,48.5
2025-04-20,Electronics,West,3,194.71
2025-04-20,Clothing,East,4,59.1
2025-04-20,Sports,North,4,78.44
2025-04-20,Electronics,South,1,203.31
2025-04-20,Clothing,East,1,46.21
2025-04-20,Books,West,2,15.29
2025-04-20,Electronics,West,2,155.86
2025-04-20,Clothing,North,1,51.73
2025-04-20,Electronics,West,2,192.95
2025-04-20,Clothing,West,3,28.58
2025-04-20,Sports,South,1,68.48
2025-04-20,Sports,North,3,73.86
2025-04-20,Clothing,South,4,46.08
2025-04-20,Electronics,North,2,205.87
2025-04-21,Clothing,North,3,47.78
2025-04-21,Sports,North,3,87.01
2025-04-21,Electronics,West,3,191.45
2025-04-21,Electronics,North,4,174.65
2025-04-21,Electronics,South,2,176.73
2025-04-21,Sports,West,2,80.7
2025-04-21,Electronics,West,1,175.81
2025-04-21,Home & Garden,West,4,48.82
2025-04-21,Clothing,South,3,54.59
2025-04-21,Home & Garden,South,3,59.67
2025-04-21,Electronics,East,4,170.19
2025-04-21,Home & Garden,East,2,72.56
2025-04-21,Home & Garden,North,3,73.1
2025-04-21,Clothing,South,4,55.99
2025-04-21,Home & Garden,South,4,82.84
2025-04-21,Electronics,South,3,211.53
2025-04-21,Books,West,4,16.66
2025-04-21,Home & Garden,North,3,67.83
2025-04-21,Electronics,North,2,192.79
2025-04-21,Sports,West,4,62.57
2025-04-21,Clothing,North,2,42.39
2025-04-21,Electronics,North,2,185.22
2025-04-21,Books,South,3,16.33
2025-04-21,Clothing,South,3,48.8
2025-04-21,Clothing,North,4,33.6
2025-04-21,Clothing,South,3,41.4
2025-04-21,Electronics,South,2,186.53
2025-04-21,Books,South,2,16.58
2025-04-21,Home & Garden,West,4,71.76
2025-04-21,Electronics,North,1,192.59
2025-04-21,Books,North,2,17.1
2025-04-21,Clothing,East,2,52.91
2025-04-22,Sports,South,3,53.32
2025-04-22,Electronics,West,4,193.37
2025-04-22,Home & Garden,North,4,65.74
2025-04-22,Electronics,West,2,176.06
2025-04-22,Books,North,4,23.18
2025-04-22,Books,West,3,14.16
2025-04-22,Electronics,North,2,194.77
2025-04-22,Electronics,West,3,218.66
2025-04-22,Clothing,West,3,43.84
2025-04-22,Home & Garden,West,3,59.92
2025-04-22,Electronics,North,4,231.23
2025-04-22,Clothing,North,2,48.7
2025-04-22,Sports,East,2,92.29
2025-04-22,Books,South,2,23.39
2025-04-22,Clothing,North,4,37.56
2025-04-22,Electronics,East,1,205.8
2025-04-22,Books,South,2,18.23
2025-04-22,Home & Garden,North,2,63.57
2025-04-22,Clothing,West,2,51.01
2025-04-22,Electronics,North,1,152.75
2025-04-22,Clothing,North,2,34.81
2025-04-22,Electronics,North,2,143.28
2025-04-22,Home & Garden,South,1,52.09
2025-04-22,Books,East,4,22.1
2025-04-22,Books,East,3,11.77
2025-04-22,Electronics,South,4,219.29
2025-04-22,Books,South,2,17.05
2025-04-22,Electronics,South,3,153.18
2025-04-22,Clothing,East,3,38.06
2025-04-22,Electronics,North,2,174.44
2025-04-23,Clothing,East,2,46.1
2025-04-23,Clothing,West,4,42.66
2025-04-23,Home & Garden,South,4,75.23
2025-04-23,Electronics,North,1,181.72
2025-04-23,Electronics,North,1,147.62
2025-04-23,Home & Garden,East,1,57.07
2025-04-23,Electronics,East,1,156.89
2025-04-23,Clothing,North,1,58.73
2025-04-23,Clothing,South,2,58.48
2025-04-23,Clothing,South,2,51.27
2025-04-23,Clothing,East,2,50.32
2025-04-23,Home & Garden,North,4,73.73
2025-04-23,Books,South,3,24.37
2025-04-23,Home & Garden,South,2,66.92
2025-04-23,Electronics,West,4,212.83
2025-04-23,Sports,East,1,51.75
2025-04-23,Sports,West,1,58.18
2025-04-23,Books,West,2,18.07
2025-04-24,Electronics,North,3,154.73
2025-04-24,Clothing,North,2,52.49
2025-04-24,Electronics,South,3,204.3
2025-04-24,Clothing,West,2,44.24
2025-04-24,Home & Garden,North,4,48.58
2025-04-24,Clothing,East,1,57.49
2025-04-24,Electronics,South,2,222.66
2025-04-24,Electronics,North,2,115.11
2025-04-24,Clothing,North,4,57.33
2025-04-24,Books,East,2,12.33
2025-04-24,Electronics,North,2,217.13
2025-04-24,Sports,North,3,57.41
2025-04-24,Home & Garden,North,2,46.24
2025-04-24,Electronics,West,1,213.95
2025-04-24,Electronics,South,3,179.35
2025-04-24,Electronics,South,4,142.03
2025-04-24,Home & Garden,North,2,58.61
2025-04-24,Electronics,South,2,153.76
2025-04-24,Home & Garden,East,4,61.06
2025-04-24,Books,South,3,23.08
2025-04-24,Sports,South,3,50.27
2025-04-24,Electronics,West,3,190.52
2025-04-24,Home & Garden,North,1,65.1
2025-04-24,Electronics,South,2,122.87
2025-04-24,Electronics,East,4,205.59
2025-04-24,Home & Garden,North,1,74.91
2025-04-24,Clothing,West,2,34.88
2025-04-24,Clothing,North,4,46.99
2025-04-24,Electronics,South,1,187.93
2025-04-24,Clothing,West,4,65.22
2025-04-25,Electronics,West,4,114.8
2025-04-25,Home & Garden,South,2,52.2
2025-04-25,Sports,North,1,88.02
2025-04-25,Sports,West,4,72.79
2025-04-25,Sports,North,4,76.46
2025-04-25,Electronics,West,2,197.36
2025-04-25,Clothing,South,3,49.94
2025-04-25,Electronics,West,3,204.3
2025-04-25,Electronics,North,1,252.04
2025-04-25,Home & Garden,East,2,68.8
2025-04-25,Sports,East,1,86.81
2025-04-25,Clothing,South,2,50.19
2025-04-25,Electronics,West,1,170.94
2025-04-25,Home & Garden,West,2,69.63
2025-04-25,Electronics,West,1,164.75
2025-04-26,Electronics,North,3,201.1
2025-04-26,Sports,South,4,94.84
2025-04-26,Electronics,East,4,205.94
2025-04-26,Clothing,East,3,50.0
2025-04-26,Sports,North,1,83.14
2025-04-26,Books,East,4,14.09
2025-04-26,Home & Garden,North,1,37.73
2025-04-26,Electronics,East,4,171.67
2025-04-26,Home & Garden,North,1,57.74
2025-04-26,Sports,West,3,64.99
2025-04-26,Electronics,East,2,240.75
2025-04-26,Books,North,3,17.17
2025-04-26,Sports,West,2,55.85
2025-04-26,Clothing,South,1,54.56
2025-04-26,Sports,East,4,58.1
2025-04-26,Clothing,West,1,43.83
2025-04-26,Electronics,West,3,200.83
2025-04-26,Books,South,4,16.46
2025-04-26,Sports,North,1,58.09
2025-04-26,Electronics,South,1,203.27
2025-04-26,Home & Garden,East,3,59.79
2025-04-26,Electronics,East,1,150.7
2025-04-26,Clothing,South,1,46.49
2025-04-26,Clothing,South,3,33.09
2025-04-26,Home & Garden,West,3,52.96
2025-04-26,Home & Garden,North,1,62.33
2025-04-26,Sports,South,1,74.09
2025-04-26,Clothing,North,2,51.47
2025-04-26,Clothing,East,1,44.26
2025-04-26,Clothing,East,2,33.93
2025-04-26,Clothing,North,2,34.35
2025-04-26,Clothing,East,3,51.18
2025-04-26,Electronics,North,2,190.2
2025-04-26,Clothing,North,4,45.71
2025-04-26,Clothing,South,4,50.3
2025-04-26,Sports,North,4,91.49
2025-04-27,Books,East,4,16.73
2025-04-27,Books,North,1,17.97
2025-04-27,Electronics,South,2,163.23
2025-04-27,Home & Garden,South,1,71.33
2025-04-27,Clothing,South,2,48.43
2025-04-27,Electronics,West,2,194.55
2025-04-27,Sports,East,1,69.09
2025-04-27,Clothing,North,2,43.79
2025-04-27,Sports,East,4,64.62
2025-04-27,Clothing,East,2,42.6
2025-04-27,Home & Garden,East,2,57.54
2025-04-27,Home & Garden,East,2,62.75
2025-04-27,Clothing,East,3,37.18
2025-04-27,Electronics,South,4,158.13
2025-04-27,Clothing,South,2,44.81
2025-04-27,Electronics,West,2,179.9
2025-04-27,Electronics,East,4,95.96
2025-04-28,Electronics,North,2,209.31
2025-04-28,Sports,South,2,94.7
2025-04-28,Clothing,East,2,47.37
2025-04-28,Clothing,West,2,46.09
2025-04-28,Clothing,East,1,44.7
2025-04-28,Books,East,3,16.26
2025-04-28,Clothing,South,2,49.33
2025-04-28,Clothing,South,1,30.97
2025-04-28,Books,South,2,20.8
2025-04-28,Clothing,North,3,47.53
2025-04-28,Electronics,North,1,133.08
2025-04-28,Books,South,4,17.18
2025-04-28,Electronics,North,1,221.37
2025-04-28,Electronics,West,1,169.6
2025-04-28,Clothing,East,1,39.9
2025-04-28,Electronics,North,1,207.76
2025-04-28,Home & Garden,South,4,67.08
2025-04-28,Sports,East,2,56.81
2025-04-28,Books,East,2,12.89
2025-04-28,Clothing,East,3,46.06
2025-04-28,Clothing,North,3,40.47
2025-04-28,Books,East,2,21.6
2025-04-28,Sports,South,3,53.82
2025-04-28,Electronics,West,1,147.79
2025-04-28,Books,South,1,22.46
2025-04-28,Clothing,East,3,39.14
2025-04-28,Clothing,West,3,41.56
2025-04-28,Electronics,South,3,139.85
2025-04-28,Clothing,North,2,46.3
2025-04-28,Sports,South,1,78.28
2025-04-28,Sports,South,2,76.23
2025-04-28,Electronics,West,4,186.48
2025-04-28,Electronics,West,3,173.84
2025-04-28,Clothing,North,3,40.75
2025-04-29,Electronics,West,1,205.76
2025-04-29,Books,East,1,16.95
2025-04-29,Home & Garden,West,2,69.17
2025-04-29,Clothing,North,1,42.76
2025-04-29,Books,West,2,20.5
2025-04-29,Clothing,East,2,47.43
2025-04-29,Clothing,East,3,47.41
2025-04-29,Books,North,1,13.15
2025-04-29,Electronics,East,1,173.97
2025-04-29,Home & Garden,North,1,63.31
2025-04-29,Clothing,East,1,43.07
2025-04-29,Electronics,North,4,185.55
2025-04-29,Clothing,East,3,57.39
2025-04-29,Electronics,West,3,189.41
2025-04-29,Clothing,North,2,44.11
2025-04-29,Electronics,East,3,171.3
2025-04-29,Clothing,North,3,66.91
2025-04-29,Clothing,North,4,35.22
2025-04-29,Sports,North,2,64.71
2025-04-29,Home & Garden,West,4,60.03
2025-04-29,Electronics,West,2,209.75
2025-04-29,Books,North,4,18.05
2025-04-29,Home & Garden,South,4,50.68
2025-04-29,Clothing,South,1,48.24
2025-04-29,Electronics,East,4,205.34
2025-04-29,Electronics,South,2,196.07
2025-04-29,Clothing,East,1,64.96
2025-04-29,Books,South,4,16.14
2025-04-30,Electronics,South,1,165.27
2025-04-30,Electronics,East,1,161.84
2025-04-30,Clothing,North,1,50.9
2025-04-30,Books,West,3,17.9
2025-04-30,Clothing,West,1,35.71
2025-04-30,Books,South,3,16.91
2025-04-30,Books,East,1,15.75
2025-04-30,Clothing,South,1,51.29
2025-04-30,Electronics,West,3,176.34
2025-04-30,Sports,West,1,59.46
2025-04-30,Home & Garden,East,2,61.72
2025-04-30,Electronics,North,2,161.08
2025-04-30,Sports,South,1,61.51
2025-04-30,Home & Garden,South,1,53.51
2025-04-30,Home & Garden,East,2,63.79
2025-04-30,Electronics,South,4,153.62
2025-04-30,Clothing,South,4,50.04
2025-04-30,Sports,East,2,63.17
2025-04-30,Books,East,3,17.74
2025-04-30,Electronics,North,3,221.82
2025-04-30,Home & Garden,North,2,67.34
2025-04-30,Electronics,West,4,196.64
2025-04-30,Electronics,West,1,233.8
2025-04-30,Sports,South,1,70.09
2025-04-30,Home & Garden,North,1,46.5
2025-04-30,Electronics,West,3,190.09
2025-04-30,Home & Garden,North,2,59.31
2025-04-30,Electronics,South,1,256.98
2025-04-30,Books,North,2,16.84
2025-04-30,Electronics,South,4,173.75
2025-05-01,Clothing,West,3,39.7
2025-05-01,Sports,South,3,80.0
2025-05-01,Home & Garden,North,3,62.83
2025-05-01,Sports,North,1,69.43
2025-05-01,Books,East,1,15.59
2025-05-01,Clothing,South,1,37.87
2025-05-01,Electronics,North,3,211.41
2025-05-01,Electronics,West,4,184.54
2025-05-01,Electronics,West,3,156.03
2025-05-01,Electronics,East,2,172.77
2025-05-01,Clothing,East,2,47.06
2025-05-01,Clothing,South,3,42.36
2025-05-01,Sports,West,4,79.03
2025-05-01,Sports,West,1,71.26
2025-05-01,Sports,West,4,57.41
2025-05-01,Clothing,North,4,39.21
2025-05-01,Clothing,East,3,45.14
2025-05-01,Sports,North,1,79.08
2025-05-01,Electronics,East,1,164.16
2025-05-01,Electronics,East,2,167.84
2025-05-01,Electronics,East,3,213.99
2025-05-01,Clothing,East,2,43.13
2025-05-01,Electronics,West,1,260.6
2025-05-01,Clothing,East,2,50.45
2025-05-01,Clothing,North,3,43.47
2025-05-01,Clothing,North,2,45.09
2025-05-01,Home & Garden,North,3,50.18
2025-05-01,Electronics,West,2,151.76
2025-05-01,Electronics,North,1,211.11
2025-05-01,Electronics,East,4,172.22
2025-05-01,Home & Garden,North,3,67.77
2025-05-01,Clothing,East,2,55.65
2025-05-02,Sports,East,3,55.85
2025-05-02,Home & Garden,South,4,71.77
2025-05-02,Home & Garden,East,3,66.55
2025-05-02,Books,South,1,19.87
2025-05-02,Electronics,East,2,183.19
2025-05-02,Sports,West,4,67.03
2025-05-02,Home & Garden,North,2,67.92
2025-05-02,Books,South,2,22.85
2025-05-02,Clothing,South,4,51.46
2025-05-02,Clothing,West,3,57.29
2025-05-02,Electronics,East,1,203.96
2025-05-02,Sports,East,4,86.0
2025-05-02,Electronics,West,1,191.86
2025-05-02,Electronics,East,3,170.12
2025-05-02,Home & Garden,South,2,66.21
2025-05-02,Electronics,South,3,109.72
2025-05-02,Electronics,South,1,237.52
2025-05-02,Clothing,North,3,47.55
2025-05-02,Clothing,North,1,46.35
2025-05-02,Electronics,South,4,154.55
2025-05-03,Electronics,South,2,178.06
2025-05-03,Books,North,4,17.22
2025-05-03,Clothing,West,2,39.08
2025-05-03,Sports,South,3,58.1
2025-05-03,Home & Garden,North,3,77.98
2025-05-03,Clothing,North,2,52.27
2025-05-03,Sports,North,3,47.57
2025-05-03,Electronics,West,1,178.71
2025-05-03,Clothing,East,3,47.99
2025-05-03,Clothing,West,3,43.2
2025-05-03,Sports,East,2,83.67
2025-05-03,Electronics,West,3,156.36
2025-05-03,Clothing,East,1,67.52
2025-05-03,Clothing,East,3,50.06
2025-05-03,Sports,South,3,88.24
